,CustomerID,Recency,Frequency,Monetary,R-Score,F-Score,M-Score,RFMScore,LoyaltyLevel,Cluster_ID
1955,15563,21,113,1400,1,1,1,3,Platinum,1
1956,15565,49,8,173,2,4,4,10,Bronze,0
1957,15567,18,7,186,1,4,4,9,Silver,0
1958,15568,2,53,758,1,2,2,5,Platinum,1
1959,15569,103,31,1376,3,3,1,7,Gold,1
1961,15571,11,57,650,1,2,2,5,Platinum,1
1962,15572,4,215,2553,1,1,1,3,Platinum,1
1963,15573,31,104,607,2,1,2,5,Platinum,1
1964,15574,177,168,702,4,1,2,7,Gold,1
1965,15576,37,45,941,2,2,2,6,Gold,1
1966,15577,150,39,259,4,2,4,10,Bronze,0
1967,15578,161,13,127,4,4,4,12,Bronze,0
1968,15579,68,51,349,3,2,3,8,Silver,0
1970,15582,24,44,683,2,2,2,6,Gold,1
1971,15584,23,123,725,2,1,2,5,Platinum,1
1972,15585,176,31,455,4,3,3,10,Bronze,0
1973,15587,49,9,914,2,4,2,8,Silver,0
1974,15589,255,29,479,4,3,3,10,Bronze,0
1975,15592,46,24,389,2,3,3,8,Silver,0
1976,15593,70,5,200,3,4,4,11,Bronze,0
1977,15594,15,103,1772,1,1,1,3,Platinum,1
1978,15596,100,77,1407,3,1,1,5,Platinum,1
1979,15597,34,22,325,2,3,3,8,Silver,0
1980,15598,52,14,241,2,4,4,10,Bronze,0
1981,15599,26,52,762,2,2,2,6,Gold,1
1983,15602,7,46,1298,1,2,1,4,Platinum,1
1984,15603,78,2,48,3,4,4,11,Bronze,0
1985,15604,51,17,216,2,3,4,9,Silver,0
1986,15605,35,67,1198,2,2,1,5,Platinum,1
1989,15608,27,60,1094,2,2,1,5,Platinum,1
1990,15609,183,16,298,4,3,3,10,Bronze,0
1991,15610,51,6,112,2,4,4,10,Bronze,0
1992,15611,9,43,1591,1,2,1,4,Platinum,1
1993,15612,35,6,195,2,4,4,10,Bronze,0
1995,15618,32,45,777,2,2,2,6,Gold,1
1996,15619,10,3,336,1,4,3,8,Silver,0
1997,15620,56,100,1553,2,1,1,4,Platinum,1
1998,15621,3,16,1293,1,3,1,5,Platinum,1
2000,15623,140,19,301,3,3,3,9,Silver,0
2001,15624,116,34,588,3,2,2,7,Gold,0
2002,15625,103,64,1534,3,2,1,6,Gold,1
2003,15626,74,49,676,3,2,2,7,Gold,1
2005,15630,44,60,1186,2,2,1,5,Platinum,1
2007,15634,16,15,244,1,4,4,9,Silver,0
2008,15636,89,25,725,3,3,2,8,Silver,0
2009,15637,52,15,223,2,4,4,10,Bronze,0
2010,15639,133,25,425,3,3,3,9,Silver,0
2012,15641,104,119,1887,3,1,1,5,Platinum,1
2013,15643,191,33,664,4,3,2,9,Silver,0
2015,15645,18,52,612,1,2,2,5,Platinum,1
2016,15646,157,35,448,4,2,3,9,Silver,0
2017,15648,203,25,657,4,3,2,9,Silver,0
2019,15651,36,32,646,2,3,2,7,Gold,1
2020,15652,90,21,338,3,3,3,9,Silver,0
2021,15653,92,6,877,3,4,2,9,Silver,0
2022,15654,8,21,923,1,3,2,6,Gold,1
2023,15655,242,34,561,4,2,2,8,Silver,0
2024,15656,44,47,748,2,2,2,6,Gold,1
2025,15657,22,1,30,1,4,4,9,Silver,0
2026,15658,189,48,1024,4,2,2,8,Silver,1
2027,15659,43,11,306,2,4,3,9,Silver,0
2028,15660,24,90,1601,2,1,1,4,Platinum,1
2029,15661,316,5,310,4,4,3,11,Bronze,0
2030,15663,105,9,138,3,4,4,11,Bronze,0
2031,15664,50,17,386,2,3,3,8,Silver,0
2032,15665,167,116,2242,4,1,1,6,Gold,1
2033,15667,39,13,301,2,4,3,9,Silver,0
2034,15668,217,1,76,4,4,4,12,Bronze,0
2035,15669,39,33,684,2,3,2,7,Gold,1
2036,15670,296,12,173,4,4,4,12,Bronze,0
2037,15671,18,78,2657,1,1,1,3,Platinum,1
2039,15674,72,114,2447,3,1,1,5,Platinum,1
2040,15675,80,21,324,3,3,3,9,Silver,0
2042,15677,48,33,657,2,3,2,7,Gold,1
2043,15678,52,12,353,2,4,3,9,Silver,0
2044,15679,23,110,781,2,1,2,5,Platinum,1
2045,15680,8,78,1334,1,1,1,3,Platinum,1
2046,15681,24,53,1426,2,2,1,5,Platinum,1
2047,15683,116,10,194,3,4,4,11,Bronze,0
2049,15689,119,9,254,3,4,4,11,Bronze,0
2050,15690,3,19,240,1,3,4,8,Silver,0
2051,15691,251,2,137,4,4,4,12,Bronze,0
2052,15692,27,12,191,2,4,4,10,Bronze,0
2054,15695,266,22,410,4,3,3,10,Bronze,0
2055,15696,32,171,2736,2,1,1,4,Platinum,1
2056,15699,17,18,310,1,3,3,7,Gold,0
2057,15700,171,86,697,4,1,2,7,Gold,1
2059,15703,264,5,212,4,4,4,12,Bronze,0
2060,15704,139,117,2294,3,1,1,5,Platinum,1
2061,15705,200,6,143,4,4,4,12,Bronze,0
2062,15706,63,55,1061,3,2,1,6,Gold,1
2063,15707,34,214,946,2,1,2,5,Platinum,1
2065,15709,283,6,133,4,4,4,12,Bronze,0
2066,15712,8,53,1072,1,2,1,4,Platinum,1
2067,15713,142,19,357,3,3,3,9,Silver,0
2068,15714,11,35,331,1,2,3,6,Gold,1
2069,15716,145,118,1119,3,1,1,5,Platinum,1
2070,15717,233,7,150,4,4,4,12,Bronze,0
2072,15720,23,128,599,2,1,2,5,Platinum,1
2073,15721,11,91,507,1,1,3,5,Platinum,1
2074,15722,35,69,2223,2,2,1,5,Platinum,1
2076,15724,200,11,218,4,4,4,12,Bronze,0
2077,15725,14,32,415,1,3,3,7,Gold,1
2079,15729,212,5,85,4,4,4,12,Bronze,0
2080,15730,65,70,1121,3,1,1,5,Platinum,1
2081,15732,211,14,294,4,4,3,11,Bronze,0
2082,15733,282,10,162,4,4,4,12,Bronze,0
2083,15734,114,26,1339,3,3,1,7,Gold,1
2084,15737,14,72,1205,1,1,1,3,Platinum,1
2086,15739,65,8,449,3,4,3,10,Bronze,0
2087,15740,48,9,155,2,4,4,10,Bronze,0
2088,15743,15,88,784,1,1,2,4,Platinum,1
2089,15744,77,3,35,3,4,4,11,Bronze,0
2090,15745,18,62,1095,1,2,1,4,Platinum,1
2091,15746,133,28,197,3,3,4,10,Bronze,0
2092,15747,12,93,974,1,1,2,4,Platinum,1
2093,15748,39,21,149,2,3,4,9,Silver,0
2097,15753,304,1,79,4,4,4,12,Bronze,0
2098,15754,50,28,459,2,3,3,8,Silver,0
2099,15755,9,141,2364,1,1,1,3,Platinum,1
2100,15756,60,192,533,3,1,2,6,Gold,1
2101,15757,65,45,714,3,2,2,7,Gold,1
2102,15758,24,9,205,2,4,4,10,Bronze,0
2103,15759,217,7,253,4,4,4,12,Bronze,0
2104,15762,64,37,584,3,2,2,7,Gold,1
2105,15763,31,61,1087,2,2,1,5,Platinum,1
2107,15766,63,11,315,3,4,3,10,Bronze,0
2108,15768,115,27,622,3,3,2,8,Silver,0
2110,15773,5,10,636,1,4,2,7,Gold,1
2111,15774,68,25,271,3,3,3,9,Silver,0
2112,15775,244,7,105,4,4,4,12,Bronze,0
2113,15776,132,18,242,3,3,4,10,Bronze,0
2114,15777,240,21,1047,4,3,1,8,Silver,0
2115,15780,183,29,475,4,3,3,10,Bronze,0
2116,15781,24,20,345,2,3,3,8,Silver,0
2117,15782,9,43,2615,1,2,1,4,Platinum,1
2118,15783,10,14,246,1,4,4,9,Silver,0
2119,15785,32,83,2329,2,1,1,4,Platinum,1
2121,15787,25,206,948,2,1,2,5,Platinum,1
2123,15790,9,35,221,1,2,4,7,Gold,1
2124,15791,43,75,1613,2,1,1,4,Platinum,1
2125,15793,14,12,966,1,4,2,7,Gold,1
2126,15795,149,42,610,3,2,2,7,Gold,0
2127,15796,0,133,2712,1,1,1,3,Platinum,1
2128,15797,112,8,2207,3,4,1,8,Silver,1
2129,15799,75,98,884,3,1,2,6,Gold,1
2130,15800,106,119,699,3,1,2,6,Gold,1
2131,15801,45,64,1064,2,2,1,5,Platinum,1
2132,15802,142,1,451,3,4,3,10,Bronze,0
2133,15803,50,8,416,2,4,3,9,Silver,0
2136,15806,45,31,785,2,3,2,7,Gold,1
2137,15807,49,48,904,2,2,2,6,Gold,1
2139,15809,35,35,516,2,2,3,7,Gold,1
2140,15810,78,89,1392,3,1,1,5,Platinum,1
2141,15811,21,133,2219,1,1,1,3,Platinum,1
2142,15812,106,41,1801,3,2,1,6,Gold,1
2143,15813,207,40,1304,4,2,1,7,Gold,1
2144,15814,16,72,1945,1,1,1,3,Platinum,1
2145,15815,63,49,2101,3,2,1,6,Gold,1
2146,15819,48,123,1905,2,1,1,4,Platinum,1
2147,15820,319,17,207,4,3,4,11,Bronze,0
2148,15821,43,62,571,2,2,2,6,Gold,1
2149,15822,2,33,885,1,3,2,6,Gold,1
2151,15825,171,20,533,4,3,2,9,Silver,0
2152,15826,55,68,1654,2,2,1,5,Platinum,1
2153,15827,72,115,1836,3,1,1,5,Platinum,1
2154,15829,98,51,636,3,2,2,7,Gold,1
2155,15830,37,39,576,2,2,2,6,Gold,1
2156,15831,57,68,802,2,2,2,6,Gold,1
2157,15832,253,54,837,4,2,2,8,Silver,0
2159,15835,43,50,954,2,2,2,6,Gold,1
2160,15836,49,10,137,2,4,4,10,Bronze,0
2161,15837,64,24,392,3,3,3,9,Silver,0
2163,15839,32,62,1048,2,2,1,5,Platinum,1
2164,15840,58,27,356,2,3,3,8,Silver,0
2165,15841,72,47,1224,3,2,1,6,Gold,1
2166,15843,303,8,119,4,4,4,12,Bronze,0
2167,15844,45,11,131,2,4,4,10,Bronze,0
2169,15847,37,22,389,2,3,3,8,Silver,0
2170,15850,18,97,239,1,1,4,6,Gold,1
2171,15852,186,22,161,4,3,4,11,Bronze,0
2172,15853,51,30,111,2,3,4,9,Silver,0
2174,15855,136,80,712,3,1,2,6,Gold,1
2176,15857,18,14,297,1,4,3,8,Silver,0
2177,15858,15,191,1439,1,1,1,3,Platinum,1
2178,15860,40,142,977,2,1,2,5,Platinum,1
2180,15862,7,147,833,1,1,2,4,Platinum,1
2181,15863,25,18,69,2,3,4,9,Silver,0
2182,15864,21,20,1936,1,3,1,5,Platinum,1
2183,15865,40,40,895,2,2,2,6,Gold,1
2184,15866,100,45,231,3,2,4,9,Silver,0
2186,15869,276,15,150,4,4,4,12,Bronze,0
2187,15870,32,76,354,2,1,3,6,Gold,1
2188,15872,14,128,361,1,1,3,5,Platinum,1
2190,15877,1,129,493,1,1,3,5,Platinum,1
2192,15881,311,29,501,4,3,3,10,Bronze,0
2193,15882,198,23,516,4,3,3,10,Bronze,0
2194,15883,1,49,396,1,2,3,6,Gold,1
2195,15885,92,18,379,3,3,3,9,Silver,0
2196,15886,59,12,181,3,4,4,11,Bronze,0
2197,15888,80,12,168,3,4,4,11,Bronze,0
2198,15889,156,93,447,4,1,3,8,Silver,1
2199,15891,226,62,525,4,2,3,9,Silver,0
2200,15894,252,41,264,4,2,4,10,Bronze,0
2201,15895,149,11,179,3,4,4,11,Bronze,0
2202,15897,193,24,222,4,3,4,11,Bronze,0
2203,15898,0,86,1389,1,1,1,3,Platinum,1
2205,15900,23,51,351,2,2,3,7,Gold,1
2206,15901,16,116,364,1,1,3,5,Platinum,1
2208,15904,7,30,165,1,3,4,8,Silver,0
2209,15906,19,150,1568,1,1,1,3,Platinum,1
2211,15909,173,7,192,4,4,4,12,Bronze,0
2213,15912,177,19,265,4,3,4,11,Bronze,0
2214,15916,15,155,1528,1,1,1,3,Platinum,1
2215,15917,247,12,123,4,4,4,12,Bronze,0
2216,15918,190,40,334,4,2,3,9,Silver,0
2217,15919,19,143,640,1,1,2,4,Platinum,1
2218,15920,153,60,168,4,2,4,10,Bronze,0
2219,15921,172,25,336,4,3,3,10,Bronze,0
2222,15925,193,12,207,4,4,4,12,Bronze,0
2223,15930,66,21,427,3,3,3,9,Silver,0
2224,15932,3,115,2496,1,1,1,3,Platinum,1
2225,15933,20,74,1107,1,1,1,3,Platinum,1
2226,15935,238,12,417,4,4,3,11,Bronze,0
2227,15937,63,7,145,3,4,4,11,Bronze,0
2228,15938,111,18,405,3,3,3,9,Silver,0
2230,15940,310,1,36,4,4,4,12,Bronze,0
2231,15942,133,14,337,3,4,3,10,Bronze,0
2232,15944,276,6,325,4,4,3,11,Bronze,0
2234,15947,82,29,1708,3,3,1,7,Gold,1
2235,15948,7,60,955,1,2,2,5,Platinum,1
2236,15949,16,19,365,1,3,3,7,Gold,0
2237,15950,31,98,1766,2,1,1,4,Platinum,1
2238,15951,8,41,708,1,2,2,5,Platinum,1
2239,15952,33,91,807,2,1,2,5,Platinum,1
2240,15953,14,98,1659,1,1,1,3,Platinum,1
2242,15957,31,42,429,2,2,3,7,Gold,1
2243,15958,73,7,104,3,4,4,11,Bronze,0
2244,15963,19,28,471,1,3,3,7,Gold,1
2245,15965,16,122,846,1,1,2,4,Platinum,1
2246,15967,22,84,419,1,1,3,5,Platinum,1
2247,15969,2,20,666,1,3,2,6,Gold,1
2248,15970,303,11,314,4,4,3,11,Bronze,0
2252,15975,83,24,371,3,3,3,9,Silver,0
2253,15976,164,98,431,4,1,3,8,Silver,1
2254,15977,16,65,1055,1,2,1,4,Platinum,1
2255,15978,76,49,1099,3,2,1,6,Gold,1
2256,15980,88,43,2399,3,2,1,6,Gold,1
2258,15983,21,113,1475,1,1,1,3,Platinum,1
2260,15985,122,37,1142,3,2,1,6,Gold,1
2261,15986,29,14,168,2,4,4,10,Bronze,0
2262,15987,11,140,1451,1,1,1,3,Platinum,1
2263,15988,18,27,158,1,3,4,8,Silver,0
2264,15990,43,52,792,2,2,2,6,Gold,1
2265,15992,3,3,42,1,4,4,9,Silver,0
2267,15994,54,35,427,2,2,3,7,Gold,0
2268,15996,87,130,1061,3,1,1,5,Platinum,1
2271,16003,29,103,2735,2,1,1,4,Platinum,1
2272,16005,11,218,615,1,1,2,4,Platinum,1
2273,16006,210,8,101,4,4,4,12,Bronze,0
2275,16008,23,33,479,2,3,3,8,Silver,1
2276,16009,21,90,993,1,1,2,4,Platinum,1
2277,16010,245,86,408,4,1,3,8,Silver,0
2279,16012,34,94,1415,2,1,1,4,Platinum,1
2281,16014,37,145,662,2,1,2,5,Platinum,1
2282,16015,3,182,705,1,1,2,4,Platinum,1
2284,16017,46,32,212,2,3,4,9,Silver,0
2285,16018,38,28,409,2,3,3,8,Silver,0
2287,16020,16,46,851,1,2,2,5,Platinum,1
2288,16022,259,76,628,4,1,2,7,Gold,0
2289,16023,45,101,720,2,1,2,5,Platinum,1
2290,16024,11,64,251,1,2,4,7,Gold,1
2291,16025,29,28,440,2,3,3,8,Silver,0
2292,16026,42,32,236,2,3,4,9,Silver,0
2293,16027,91,16,935,3,3,2,8,Silver,0
2295,16030,309,29,331,4,3,3,10,Bronze,0
2296,16031,91,100,549,3,1,2,6,Gold,1
2298,16034,195,22,438,4,3,3,10,Bronze,0
2299,16036,86,55,759,3,2,2,7,Gold,1
2300,16037,269,39,855,4,2,2,8,Silver,0
2301,16038,7,26,472,1,3,3,7,Gold,1
2302,16040,64,65,1314,3,2,1,6,Gold,1
2304,16042,21,71,1197,1,1,1,3,Platinum,1
2305,16043,36,39,774,2,2,2,6,Gold,1
2306,16045,119,83,1341,3,1,1,5,Platinum,1
2309,16050,173,10,138,4,4,4,12,Bronze,0
2310,16052,53,34,362,2,2,3,7,Gold,0
2311,16053,32,84,1512,2,1,1,4,Platinum,1
2312,16054,144,70,784,3,1,2,6,Gold,1
2313,16055,220,8,135,4,4,4,12,Bronze,0
2314,16056,44,68,665,2,2,2,6,Gold,1
2315,16057,15,121,2263,1,1,1,3,Platinum,1
2316,16059,65,180,1460,3,1,1,5,Platinum,1
2317,16062,9,64,1154,1,2,1,4,Platinum,1
2318,16063,259,23,335,4,3,3,10,Bronze,0
2320,16066,16,102,1522,1,1,1,3,Platinum,1
2321,16070,21,33,852,1,3,2,6,Gold,1
2322,16071,44,21,326,2,3,3,8,Silver,0
2323,16072,287,23,584,4,3,2,9,Silver,0
2324,16073,296,1,122,4,4,4,12,Bronze,0
2325,16076,2,129,2235,1,1,1,3,Platinum,1
2326,16078,283,1,79,4,4,4,12,Bronze,0
2327,16079,16,21,1352,1,3,1,5,Platinum,1
2328,16080,81,10,217,3,4,4,11,Bronze,0
2330,16083,100,31,1318,3,3,1,7,Gold,1
2331,16084,298,38,436,4,2,3,9,Silver,0
2332,16085,22,167,982,1,1,2,4,Platinum,1
2333,16086,58,39,1121,2,2,1,5,Platinum,1
2334,16091,154,18,315,4,3,3,10,Bronze,0
2335,16092,114,51,818,3,2,2,7,Gold,1
2336,16093,106,1,17,3,4,4,11,Bronze,0
2337,16094,11,63,1078,1,2,1,4,Platinum,1
2338,16096,263,12,321,4,4,3,11,Bronze,0
2339,16097,239,10,185,4,4,4,12,Bronze,0
2340,16098,87,67,2006,3,2,1,6,Gold,1
2341,16099,49,39,732,2,2,2,6,Gold,1
2342,16101,70,76,1291,3,1,1,5,Platinum,1
2343,16102,41,57,1842,2,2,1,5,Platinum,1
2344,16103,6,48,1430,1,2,1,4,Platinum,1
2345,16104,61,29,302,3,3,3,9,Silver,0
2346,16105,248,13,337,4,4,3,11,Bronze,0
2347,16106,65,6,108,3,4,4,11,Bronze,0
2349,16108,84,48,842,3,2,2,7,Gold,1
2350,16109,218,18,612,4,3,2,9,Silver,0
2352,16112,142,16,196,3,3,4,10,Bronze,0
2353,16113,182,30,161,4,3,4,11,Bronze,0
2354,16114,170,8,136,4,4,4,12,Bronze,0
2356,16116,211,34,613,4,2,2,8,Silver,0
2357,16117,189,30,232,4,3,4,11,Bronze,0
2358,16119,7,16,423,1,3,3,7,Gold,1
2359,16120,58,30,1309,2,3,1,6,Gold,1
2360,16121,56,212,867,2,1,2,5,Platinum,1
2361,16122,72,38,684,3,2,2,7,Gold,1
2362,16123,51,16,308,2,3,3,8,Silver,0
2363,16124,316,11,249,4,4,4,12,Bronze,0
2366,16127,38,40,656,2,2,2,6,Gold,1
2367,16128,17,89,1880,1,1,1,3,Platinum,1
2370,16134,21,35,618,1,2,2,5,Platinum,1
2371,16135,262,21,518,4,3,3,10,Bronze,0
2372,16136,59,37,709,3,2,2,7,Gold,1
2373,16139,18,31,635,1,3,2,6,Gold,1
2374,16140,65,35,725,3,2,2,7,Gold,1
2375,16141,87,30,620,3,3,2,8,Silver,0
2376,16142,249,37,535,4,2,2,8,Silver,0
2377,16143,2,117,2425,1,1,1,3,Platinum,1
2378,16144,246,1,175,4,4,4,12,Bronze,0
2380,16146,156,29,734,4,3,2,9,Silver,0
2381,16147,133,22,375,3,3,3,9,Silver,0
2382,16148,295,1,76,4,4,4,12,Bronze,0
2383,16149,4,18,281,1,3,3,7,Gold,0
2384,16150,42,117,2053,2,1,1,4,Platinum,1
2385,16152,268,29,1829,4,3,1,8,Silver,1
2386,16153,49,89,1824,2,1,1,4,Platinum,1
2388,16157,15,18,657,1,3,2,6,Gold,1
2389,16159,281,14,348,4,4,3,11,Bronze,0
2390,16160,64,20,1025,3,3,2,8,Silver,1
2392,16162,251,2,37,4,4,4,12,Bronze,0
2393,16163,231,6,857,4,4,2,10,Bronze,0
2394,16164,16,34,822,1,2,2,5,Platinum,1
2396,16169,7,85,1823,1,1,1,3,Platinum,1
2397,16170,50,125,1885,2,1,1,4,Platinum,1
2398,16171,58,3,73,2,4,4,10,Bronze,0
2399,16172,94,69,1140,3,2,1,6,Gold,1
2400,16173,15,84,1418,1,1,1,3,Platinum,1
2401,16174,125,23,1010,3,3,2,8,Silver,0
2402,16175,93,58,1038,3,2,2,7,Gold,1
2403,16177,49,15,332,2,4,3,9,Silver,0
2404,16178,137,8,198,3,4,4,11,Bronze,0
2405,16179,60,11,216,3,4,4,11,Bronze,0
2407,16181,72,11,306,3,4,3,10,Bronze,0
2409,16183,66,15,339,3,4,3,10,Bronze,0
2410,16184,63,45,1159,3,2,1,6,Gold,1
2411,16185,16,31,529,1,3,3,7,Gold,1
2414,16188,44,67,982,2,2,2,6,Gold,1
2415,16189,15,11,215,1,4,4,9,Silver,0
2416,16190,39,6,215,2,4,4,10,Bronze,0
2418,16193,236,19,314,4,3,3,10,Bronze,0
2419,16198,74,15,401,3,4,3,10,Bronze,0
2420,16200,3,179,1081,1,1,1,3,Platinum,1
2421,16201,2,111,1863,1,1,1,3,Platinum,1
2423,16203,58,35,593,2,2,2,6,Gold,1
2424,16204,22,57,406,1,2,3,6,Gold,1
2425,16205,30,98,761,2,1,2,5,Platinum,1
2426,16206,54,63,537,2,2,2,6,Gold,1
2427,16207,24,19,394,2,3,3,8,Silver,0
2428,16208,44,66,664,2,2,2,6,Gold,1
2429,16209,88,46,2263,3,2,1,6,Gold,1
2431,16211,88,23,547,3,3,2,8,Silver,0
2432,16212,18,41,690,1,2,2,5,Platinum,1
2433,16213,78,6,159,3,4,4,11,Bronze,0
2434,16214,170,44,1063,4,2,1,7,Gold,1
2435,16215,80,14,242,3,4,4,11,Bronze,0
2436,16216,266,37,915,4,2,2,8,Silver,0
2437,16217,234,15,304,4,4,3,11,Bronze,0
2439,16221,36,97,865,2,1,2,5,Platinum,1
2440,16222,317,137,847,4,1,2,7,Gold,1
2441,16224,56,96,1295,2,1,1,4,Platinum,1
2442,16225,44,134,1096,2,1,1,4,Platinum,1
2443,16226,202,8,255,4,4,4,12,Bronze,0
2444,16227,224,6,314,4,4,3,11,Bronze,0
2445,16229,86,47,1011,3,2,2,7,Gold,1
2446,16230,189,35,542,4,2,2,8,Silver,0
2447,16232,43,37,991,2,2,2,6,Gold,1
2448,16233,70,22,537,3,3,2,8,Silver,0
2449,16235,40,46,867,2,2,2,6,Gold,1
2450,16236,77,20,432,3,3,3,9,Silver,0
2451,16239,56,19,414,2,3,3,8,Silver,0
2455,16243,33,51,409,2,2,3,7,Gold,1
2456,16244,211,91,1523,4,1,1,6,Gold,1
2457,16245,23,90,1414,2,1,1,4,Platinum,1
2458,16247,169,16,115,4,3,4,11,Bronze,0
2459,16248,61,7,153,3,4,4,11,Bronze,0
2460,16249,52,69,1800,2,2,1,5,Platinum,1
2461,16250,260,24,389,4,3,3,10,Bronze,0
2464,16256,266,13,752,4,4,2,10,Bronze,0
2465,16257,176,2,47,4,4,4,12,Bronze,0
2467,16260,50,18,1035,2,3,2,7,Gold,1
2468,16261,16,124,747,1,1,2,4,Platinum,1
2470,16266,73,61,862,3,2,2,7,Gold,1
2471,16268,70,45,668,3,2,2,7,Gold,1
2473,16271,2,133,1429,1,1,1,3,Platinum,1
2474,16272,116,25,412,3,3,3,9,Silver,0
2476,16275,196,33,560,4,3,2,9,Silver,0
2477,16276,176,6,811,4,4,2,10,Bronze,0
2478,16278,99,23,566,3,3,2,8,Silver,0
2479,16279,20,107,1510,1,1,1,3,Platinum,1
2480,16281,71,17,2062,3,3,1,7,Gold,1
2482,16283,5,166,1571,1,1,1,3,Platinum,1
2483,16284,30,109,824,2,1,2,5,Platinum,1
2484,16287,169,8,142,4,4,4,12,Bronze,0
2485,16292,121,17,302,3,3,3,9,Silver,0
2486,16293,21,118,2249,1,1,1,3,Platinum,1
2487,16295,9,79,1329,1,1,1,3,Platinum,1
2488,16297,268,20,302,4,3,3,10,Bronze,0
2489,16298,22,27,598,1,3,2,6,Gold,1
2490,16302,126,11,233,3,4,4,11,Bronze,0
2492,16305,138,22,361,3,3,3,9,Silver,0
2493,16306,213,41,632,4,2,2,8,Silver,0
2494,16308,37,4,2560,2,4,1,7,Gold,1
2495,16309,105,42,707,3,2,2,7,Gold,1
2496,16311,17,37,616,1,2,2,5,Platinum,1
2497,16313,2,16,274,1,3,3,7,Gold,1
2500,16317,119,69,1342,3,2,1,6,Gold,1
2501,16318,34,19,328,2,3,3,8,Silver,0
2502,16319,217,3,404,4,4,3,11,Bronze,0
2503,16322,0,37,327,1,2,3,6,Gold,1
2504,16323,195,1,208,4,4,4,12,Bronze,0
2505,16324,127,118,429,3,1,3,7,Gold,1
2506,16325,46,18,594,2,3,2,7,Gold,0
2509,16330,17,39,252,1,2,4,7,Gold,0
2510,16332,27,153,1593,2,1,1,4,Platinum,1
2512,16337,36,10,151,2,4,4,10,Bronze,0
2513,16338,156,11,215,4,4,4,12,Bronze,0
2514,16339,283,20,110,4,3,4,11,Bronze,0
2515,16340,106,153,549,3,1,2,6,Gold,1
2516,16341,24,77,1972,2,1,1,4,Platinum,1
2517,16342,74,15,322,3,4,3,10,Bronze,0
2518,16343,15,47,370,1,2,3,6,Gold,1
2519,16344,157,2,101,4,4,4,12,Bronze,0
2520,16345,43,38,575,2,2,2,6,Gold,1
2521,16347,10,92,888,1,1,2,4,Platinum,1
2523,16349,290,9,54,4,4,4,12,Bronze,0
2524,16350,20,57,1116,1,2,1,4,Platinum,1
2526,16352,17,28,494,1,3,3,7,Gold,1
2528,16354,62,39,396,3,2,3,8,Silver,0
2529,16356,197,31,212,4,3,4,11,Bronze,0
2530,16357,32,34,659,2,2,2,6,Gold,1
2531,16358,0,109,2028,1,1,1,3,Platinum,1
2532,16359,6,66,1751,1,2,1,4,Platinum,1
2534,16361,9,106,897,1,1,2,4,Platinum,1
2535,16362,31,81,735,2,1,2,5,Platinum,1
2536,16363,52,5,109,2,4,4,10,Bronze,0
2537,16364,11,53,707,1,2,2,5,Platinum,1
2538,16365,17,51,1540,1,2,1,4,Platinum,1
2539,16366,18,18,327,1,3,3,7,Gold,0
2540,16367,36,130,804,2,1,2,5,Platinum,1
2541,16368,1,76,497,1,1,3,5,Platinum,1
2542,16369,17,118,1554,1,1,1,3,Platinum,1
2543,16370,81,228,1321,3,1,1,5,Platinum,1
2544,16372,32,97,368,2,1,3,6,Gold,1
2545,16374,65,111,473,3,1,3,7,Gold,1
2546,16376,8,125,987,1,1,2,4,Platinum,1
2547,16377,266,5,676,4,4,2,10,Bronze,0
2548,16378,246,23,363,4,3,3,10,Bronze,0
2549,16379,3,108,2157,1,1,1,3,Platinum,1
2550,16380,60,32,1781,3,3,1,7,Gold,1
2551,16383,74,102,668,3,1,2,6,Gold,1
2552,16384,89,33,584,3,3,2,8,Silver,0
2553,16385,59,59,556,3,2,2,7,Gold,1
2554,16386,28,88,317,2,1,3,6,Gold,1
2555,16387,322,4,94,4,4,4,12,Bronze,0
2556,16389,52,34,1382,2,2,1,5,Platinum,1
2557,16392,269,45,221,4,2,4,10,Bronze,0
2559,16394,56,83,1555,2,1,1,4,Platinum,1
2560,16395,59,210,1487,3,1,1,5,Platinum,1
2561,16398,153,82,1706,4,1,1,6,Gold,1
2562,16399,18,73,409,1,1,3,5,Platinum,1
2563,16400,94,29,304,3,3,3,9,Silver,0
2565,16402,264,60,300,4,2,3,9,Silver,0
2566,16403,311,10,178,4,4,4,12,Bronze,0
2567,16404,69,23,443,3,3,3,9,Silver,0
2568,16405,301,5,167,4,4,4,12,Bronze,0
2569,16406,18,62,163,1,2,4,7,Gold,1
2570,16407,12,172,2127,1,1,1,3,Platinum,1
2572,16411,18,45,215,1,2,4,7,Gold,0
2573,16412,53,35,152,2,2,4,8,Silver,0
2574,16413,56,31,262,2,3,4,9,Silver,0
2575,16414,21,7,126,1,4,4,9,Silver,0
2576,16415,43,54,210,2,2,4,8,Silver,0
2577,16416,25,71,1051,2,1,1,4,Platinum,1
2578,16418,44,102,675,2,1,2,5,Platinum,1
2579,16419,112,51,972,3,2,2,7,Gold,1
2581,16423,24,18,346,2,3,3,8,Silver,0
2582,16424,190,5,134,4,4,4,12,Bronze,0
2583,16425,301,21,303,4,3,3,10,Bronze,0
2585,16427,262,9,241,4,4,4,12,Bronze,0
2586,16429,105,2,285,3,4,3,10,Bronze,0
2587,16430,56,6,301,2,4,3,9,Silver,0
2588,16431,212,83,643,4,1,2,7,Gold,1
